_RowType_,_chk,GAESUL_YEAR,GAESUL_TERM,CAMPUS_GB,CAMPUS_NM,HAKWI_NAME,JUKYONGHAKWI_GB,GRADE_NAME,ISU_NAME,HAKSU_NO,BUNBAN,HAKSU_NO_BUNBAN,GWAMOK_NAME,GWAMOK_ENG_NAME,HAKJUM,PER_NAME,PER_ID,GYOSI_NAME,HYUNGTAE,BIGO,SUUP_TYPE_CD,SUUP_TYPE_NM,BOKSUJUNGONG_YN_NAME,ABEEK_YN,ISU_NAME2,ISU_NAME3,HAKBU_JIBJUNG_GB,HAKBU_JIBJUNG_GB_NM,LECTURE_PLAN_TYPE,ABK_PROGRAM,INTRO_URL,INFORM
N,0,2026,10,2,자연과학,학사,01,,전공기반,ICE2001,43,ICE2001-43,논리회로,Logic Circuits,3(3),박형원,223007,화10:30-11:45【48B115】【1.5h(ON)+1.5h(OFF)】,국제어수업,전자전기공학부 2학년 반제,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,*플립러닝:1.5h(ON)+1.5h(OFF)
N,0,2026,10,2,자연과학,학사,01,,전공기반,ICE2001,44,ICE2001-44,논리회로,Logic Circuits,3(3),박형원,223007,수10:30-11:45【36203】【1.5h(ON)+1.5h(OFF)】,국제어수업,전자전기공학부 2학년 반제,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,*플립러닝:1.5h(ON)+1.5h(OFF)
N,0,2026,10,2,자연과학,학사,01,,전공기반,ICE2001,45,ICE2001-45,논리회로,Logic Circuits,3(3),전종욱,241185,수10:30-11:45【400126】【1.5h(ON)+1.5h(OFF)】,국제어수업,전자전기공학부 2학년 반제,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,*플립러닝:1.5h(ON)+1.5h(OFF)
N,0,2026,10,2,자연과학,학사,01,,전공기반,ICE2001,46,ICE2001-46,논리회로,Logic Circuits,3(3),박종구,195037,월10:30-11:45【48B115】/수09:00-10:15【48B115】,일반수업,전자전기공학부 비반제/ 반제대상자+타전공 수강불가,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,강의저장
N,0,2026,10,2,자연과학,학사,01,,전공기반,ICE2001,47,ICE2001-47,논리회로,Logic Circuits,3(3),이윤명,224502,화15:00-16:15【400126】【1.5h(ON)+1.5h(OFF)】,일반수업,반도체시스템공학과 전용반,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,강의저장/ *플립러닝:1.5h(ON)+1.5h(OFF)
N,0,2026,10,2,자연과학,학사,01,,실험실습,ICE2005,41,ICE2005-41,논리회로설계실험,Logic Design Laboratory,2(4),박준은,239811,월18:00-18:50【22202】/월19:00-19:50【22202】/월20:00-20:50【22202】/월21:00-21:45【22202】,국제어수업,전자전기공학부 전용반,34,PBL(온라인[사전제작]+오프라인),,,실험실습,실험실습,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,실험실습,ICE2005,43,ICE2005-43,논리회로설계실험,Logic Design Laboratory,2(4),전일용,237648,화21:00-21:45【22202】/수18:00-18:50【22202】/수19:00-19:50【22202】/수20:00-20:50【22202】,국제어수업,전자전기공학부 전용반,34,PBL(온라인[사전제작]+오프라인),,,실험실습,실험실습,N,해당없음,5,,,강의저장
N,0,2026,10,2,자연과학,학사,01,,실험실습,ICE2005,44,ICE2005-44,논리회로설계실험,Logic Design Laboratory,2(4),김율화,241997,목18:00-18:50【22202】/목19:00-19:50【22202】/목20:00-20:50【22202】/목21:00-21:45【22202】,국제어수업,전자전기공학부 전용반,34,PBL(온라인[사전제작]+오프라인),,,실험실습,실험실습,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,실험실습,ICE2005,45,ICE2005-45,논리회로설계실험,Logic Design Laboratory,2(4),김율화,241997,월18:00-18:50【400126】/월19:00-19:50【400213】/월20:00-20:50【400213】/월21:00-21:45【400213】,국제어수업,반도체시스템공학과 전용반     ,31,오프라인,,,실험실습,실험실습,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,실험실습,ICE2005,46,ICE2005-46,논리회로설계실험,Logic Design Laboratory,2(4),박정우,239844,화18:00-18:50【400126】/화19:00-19:50【400213】/화20:00-20:50【400213】/화21:00-21:45【400213】,국제어수업,반도체시스템공학과 전용반     ,31,오프라인,,,실험실습,실험실습,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,실험실습,ICE2005,47,ICE2005-47,논리회로설계실험,Logic Design Laboratory,2(4),박정우,239844,수18:00-18:50【400126】/수19:00-19:50【400213】/수20:00-20:50【400213】/수21:00-21:45【400213】,국제어수업,반도체시스템공학과 전용반     ,31,오프라인,,,실험실습,실험실습,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3001,41,ICE3001-41,마이크로프로세서,Microprocessor,3(3),비탈리파노프,233506,화15:00-16:15【22409】/목16:30-17:45【22409】,국제어수업,,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,강의저장
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3001,42,ICE3001-42,마이크로프로세서,Microprocessor,3(3),전재욱,194020,월16:30-17:45【400118】【1.5h(ON)+1.5h(OFF)】,국제어수업,반도체+전자전기+반융공+차반공,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,*플립러닝:1.5h(ON)+1.5h(OFF)
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3024,41,ICE3024-41,디지털시스템,Digital Systems,3(4),임완수,242006,금09:00-10:15【22203】/금10:30-11:45【22203】【1h(ON)+3h(OFF)[4시간]】,국제어수업,,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,강의저장/ *플립러닝:1h(ON)+3h(OFF)[4시간]
N,0,2026,10,2,자연과학,학사,01,,실험실습,ICE3029,41,ICE3029-41,마이크로프로세서실험,MicroProcessor Laboratory,2(4),전재욱,194020,월18:00-18:50【400118】/월19:00-19:50【400118】/월20:00-20:50【400118】/월21:00-21:45【400118】,일반수업,반도체시스템공학과+전자전기공학부,34,PBL(온라인[사전제작]+오프라인),,,실험실습,실험실습,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3037,41,ICE3037-41,종합설계프로젝트,Capstone Design,3(3),유현승,246184,월18:00-19:15【85731】/월19:30-20:45【85731】,일반수업,전자전기공학부 전용반,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3037,42,ICE3037-42,종합설계프로젝트,Capstone Design,3(3),국태용,195027,화18:00-19:15【85731】/화19:30-20:45【85731】,일반수업,전자전기공학부 전용반,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3037,43,ICE3037-43,종합설계프로젝트,Capstone Design,3(3),정조운,242000,수18:00-19:15【23529】/수19:30-20:45【23529】,일반수업,전자전기공학부 전용반,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3037,44,ICE3037-44,종합설계프로젝트,Capstone Design,3(3),최창순,245952,목18:00-19:15【85731】/목19:30-20:45【85731】,일반수업,전자전기공학부 전용반,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3037,45,ICE3037-45,종합설계프로젝트,Capstone Design,3(3),임완수,242006,화18:00-19:15【23529】/화19:30-20:45【23529】,일반수업,전자전기공학부 전용반,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3037,46,ICE3037-46,종합설계프로젝트,Capstone Design,3(3),유재천,214056,금12:00-13:15【23529】/금13:30-14:45【23529】,일반수업,전자전기공학부 전용반,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3043,41,ICE3043-41,스마트카공학개론,Introduction to Smart Car Engineering,3(3),전재욱,194020,금09:00-10:15【400126】/금10:30-11:45【400126】,일반수업,팀티칭 강의,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3045,41,ICE3045-41,기계학습개론,Introduction to Machine Learning,3(3),전재욱,194020,화10:30-11:45【400126】【1.5h(ON)+1.5h(OFF)】,국제어수업,반도체+전자전기+반융공+차반공,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,*플립러닝:1.5h(ON)+1.5h(OFF)
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3045,42,ICE3045-42,기계학습개론,Introduction to Machine Learning,3(3),권민혜,245953,화12:00-13:15【22410】/목13:30-14:45【22410】,일반수업,,31,오프라인,,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ICE3051,41,ICE3051-41,자율주행캡스톤디자인,Autonomous driving capstone design,3(3),전재욱,194020,금15:00-16:15【330102】/금16:30-17:45【330102】,일반수업,사전수강신청 불가/미래형자동차 마이크로디그리 교과목/수강신청 사업단 문의,34,PBL(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,5,,,
N,0,2026,10,2,자연과학,학사,01,,전공심화,ISW3002,41,ISW3002-41,시계열데이터처리개론,Introduction to Sequential Data Processing,3(3),심규홍,243789,월09:00-10:15【85602】/수10:30-11:45【85602】,일반수업,지능형SW + SW학과 전용반,31,오프라인,,,전공일반,전공심화,N,해당없음,1,,,강의저장
N,0,2026,10,2,자연과학,학사,01,,실험실습,ISW3003,41,ISW3003-41,오픈소스AI실습,Open Source AI Practice,2(4),심규홍,243789,수18:00-18:50【85602】/수19:00-19:50【85602】/수20:00-20:50【85602】/수21:00-21:45【85602】,일반수업,지능형SW + SW학과 전용반,31,오프라인,,,실험실습,실험실습,N,해당없음,1,,,강의저장
N,0,2026,10,2,자연과학,학사,01,,전공심화,ISW3004,41,ISW3004-41,인공지능윤리,Artificial Intelligence Ethics,3(3),박진영,235368,수13:30-14:45【85602】【1.5h(ON)+1.5h(OFF)】,국제어수업,지능형SW + SW학과 전용반,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,1,,,*플립러닝:1.5h(ON)+1.5h(OFF)
N,0,2026,10,2,자연과학,학사,01,,전공심화,ISW3005,41,ISW3005-41,확률그래프모델,Probabilistic Graphical Models,3(3),박호건,235371,수16:30-17:45【85602】【1.5h(ON)+1.5h(OFF)】,국제어수업,지능형SW + SW학과 전용반,33,플립러닝(온라인[사전제작]+오프라인),,,전공일반,전공심화,N,해당없음,1,,,*플립러닝:1.5h(ON)+1.5h(OFF)
